coordinates	refseqid	gene	circn	hallm	biom_desc	run_hal01_test1a	run_697_r_test1a	run_hal01_r_test1a	run_hal01_r_test1c	run_hal01_test1c	run_hal01_test1d	run_hal01_test1b	run_697_r_test1c	run_hal01_r_test1b	run_697_test1c	run_697_r_test1b	run_697_test1e	run_697_r_test1d	run_hal01_r_test1d	run_697_test1a	run_697_test1d	
chr7:35943863-36012196	NM_001011553	SEPT7	unknown	_MYC_TARGETS_V1	septin_7_	16	0	0	0	16	16	16	0	0	16	0	16	0	0	16	16
chr7:40027197-40041630	NM_003718	CDK13	hsa_circ_0001699	_UV_RESPONSE_DN	cyclin_dependent_kinase_13_	15	0	0	0	15	15	15	0	0	2	0	2	0	0	2	2
chr7:43508518-43540921	NM_015052	HECW1	hsa_circ_0079958	_UV_RESPONSE_DN	HECT,_C2_and_WW_domain_containing_E3_ubiquitin_protein_ligase_1_	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	2
chr7:50737418-50800065	NM_001001550	GRB10	unknown	_UV_RESPONSE_DN	growth_factor_receptor_bound_protein_10_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:56049902-56065142	NM_001202469	NIPSNAP2	unknown	_UV_RESPONSE_DN	nipsnap_homolog_2_	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	2
chr7:65419060-65469124	NM_173517	VKORC1L1	hsa_circ_0001711	_UV_RESPONSE_DN	vitamin_K_epoxide_reductase_complex_subunit_1_like_1_	9	0	0	0	9	9	9	0	0	9	0	9	0	0	9	9
chr7:91700218-91715000	NM_005751	AKAP9	unknown	_UV_RESPONSE_DN	A-kinase_anchoring_protein_9_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:91707009-91709466	NM_005751	AKAP9	unknown	_UV_RESPONSE_DN	A-kinase_anchoring_protein_9_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr7:92921014-92963509	NM_001257998	VPS50	hsa_circ_0081046	_UV_RESPONSE_DN	VPS50,_EARP/GARPII_complex_subunit_	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	3
chr7:99045743-99048418	NM_001198879	ATP5MF-PTCD1	hsa_circ_0081354	_UV_RESPONSE_DN	ATP5MF-PTCD1_readthrough_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:101534833-101545539	NM_001270379	ANKRD46	unknown	_UV_RESPONSE_DN	ankyrin_repeat_domain_46_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:109462051-109462721	NM_014673	EMC2	unknown	_UV_RESPONSE_DN	ER_membrane_protein_complex_subunit_2_	3	0	2	2	3	3	3	0	2	2	0	2	0	2	2	2
chr8:11666302-11683724	NM_004462	FDFT1	unknown	_CHOLESTEROL_HOMEOSTASIS	farnesyl-diphosphate_farnesyltransferase_1_	0	0	3	3	0	0	0	0	3	2	0	2	0	3	2	2
chr8:120768245-120803699	NM_003184	TAF2	unknown	_CHOLESTEROL_HOMEOSTASIS	TATA-box_binding_protein_associated_factor_2_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:124346117-124351686	NM_014109	ATAD2	hsa_circ_0085460	_E2F_TARGETS	ATPase_family,_AAA_domain_containing_2_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:125332326-125339662	NM_194291	TMEM65	hsa_circ_0085495	_E2F_TARGETS	transmembrane_protein_65_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:125987847-125990332	NM_152412	ZNF572	unknown	_E2F_TARGETS	zinc_finger_protein_572_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:133790041-133844644	NM_198513	PHF20L1	unknown	_E2F_TARGETS	PHD_finger_protein_20_like_1_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:17123415-17143936	NM_001145152	VPS37A	unknown	_E2F_TARGETS	VPS37A,_ESCRT-I_subunit_	0	0	0	0	0	0	0	0	0	3	0	3	0	0	3	3
chr8:30933688-31007971	NM_000553	WRN	unknown	_G2M_CHECKPOINT	Werner_syndrome_RecQ_like_helicase_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:41832221-41836295	NM_001099412	unkn	unknown	_G2M_CHECKPOINT	Werner_syndrome_RecQ_like_helicase_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:42207524-42218883	NM_002690	POLB	unknown	_DNA_REPAIR	DNA_polymerase_beta_	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	2
chr8:42317413-42323435	NM_001257180	SLC20A2	hsa_circ_0008015	_DNA_REPAIR	solute_carrier_family_20_member_2_	0	0	2	2	0	0	0	0	2	2	0	2	0	2	2	2
chr8:61653817-61693989	NM_017780	CHD7	unknown	_DNA_REPAIR	chromodomain_helicase_DNA_binding_protein_7_	2	0	0	0	2	2	2	0	0	2	0	2	0	0	2	2
chr8:71126137-71209035	NM_006540	NCOA2	unknown	_DNA_REPAIR	nuclear_receptor_coactivator_2_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr8:95518727-95524317	NM_015496	VIRMA	hsa_circ_0084904	_DNA_REPAIR	vir_like_m6A_methyltransferase_associated_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr9:111812562-111855871	NM_032012	TMEM245	unknown	_DNA_REPAIR	transmembrane_protein_245_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr9:131731678-131743669	NM_015354	NUP188	unknown	_DNA_REPAIR	nucleoporin_188_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr9:138741982-138758382	NM_015447	CAMSAP1	hsa_circ_0089489	_DNA_REPAIR	calmodulin_regulated_spectrin_associated_protein_1_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr9:140637843-140657272	NM_001145527	EHMT1	unknown	_DNA_REPAIR	euchromatic_histone_lysine_methyltransferase_1_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr9:17388159-17416187	NM_017738	CNTLN	unknown	_DNA_REPAIR	centlein_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr9:33293677-33295425	NM_147134	NFX1	hsa_circ_0001844	_DNA_REPAIR	nuclear_transcription_factor,_X-box_binding_1_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr9:37086664-37121125	NR_036592	EBLN3P	hsa_circ_0001859	_DNA_REPAIR	endogenous_Bornavirus-like_nucleoprotein_3,_pseudogene_	9	0	0	0	9	9	9	0	0	8	0	8	0	0	8	8
chr9:79952170-79986065	NM_001018038	VPS13A	hsa_circ_0087255	_DNA_REPAIR	vacuolar_protein_sorting_13_homolog_A_	5	0	0	0	5	5	5	0	0	3	0	3	0	0	3	3
chr9:96232610-96261168	NM_014612	FAM120A	unknown	_MYC_TARGETS_V1	family_with_sequence_similarity_120A_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chrX:100381697-100403150	NM_006733	CENPI	hsa_circ_0091244	_MYC_TARGETS_V1	centromere_protein_I_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chrX:110951818-110951912	NM_001099922	ALG13	unknown	_MYC_TARGETS_V1	ALG13,_UDP-N-acetylglucosaminyltransferase_subunit_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chrX:130877123-130928494	NR_026975	FIRRE	unknown	_MYC_TARGETS_V1	firre_intergenic_repeating_RNA_element_	2	0	0	0	2	2	2	0	0	2	0	2	0	0	2	2
chrX:14861781-14883702	NM_001018113	FANCB	unknown	_MYC_TARGETS_V1	Fanconi_anemia_complementation_group_B_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chrX:24197299-24197887	NM_001178086	ZFX	hsa_circ_0090132	_MYC_TARGETS_V1	zinc_finger_protein_X-linked_	0	0	5	5	0	0	0	0	5	2	0	2	0	5	2	2
chrX:3736482-3811392	NR_034031	unkn	unknown	_MYC_TARGETS_V1	zinc_finger_protein_X-linked_	3	0	4	4	3	3	3	0	4	7	0	7	0	4	7	7
chrX:76937011-76944417	NM_000489	ATRX	unknown	_G2M_CHECKPOINT	ATRX,_chromatin_remodeler_	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	2
chr10:101689364-101691202	NM_015221	DNMBP	unknown	_KRAS_SIGNALING_UP	dynamin_binding_protein_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:102019974-102021820	NM_018294	CWF19L1	hsa_circ_0006718	_KRAS_SIGNALING_UP	CWF19_like_1,_cell_cycle_control_(S._pombe)_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:102703782-102710510	NM_001136123	SLF2	unknown	_KRAS_SIGNALING_UP	SMC5-SMC6_complex_localization_factor_2_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:103281395-103281627	NM_001256856	BTRC	hsa_circ_0019567	_HEME_METABOLISM	beta-transducin_repeat_containing_E3_ubiquitin_protein_ligase_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:103281395-103285956	NM_001256856	BTRC	unknown	_HEME_METABOLISM	beta-transducin_repeat_containing_E3_ubiquitin_protein_ligase_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:103281395-103298128	NM_001256856	BTRC	hsa_circ_0019569	_HEME_METABOLISM	beta-transducin_repeat_containing_E3_ubiquitin_protein_ligase_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:103552595-103573363	NM_001142434	MGEA5	unknown	_HEME_METABOLISM	beta-transducin_repeat_containing_E3_ubiquitin_protein_ligase_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:103734968-103773781	NM_024541	C10orf76	unknown	_HEME_METABOLISM	NaN	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:103783233-103785005	NM_024541	C10orf76	unknown	_HEME_METABOLISM	NaN	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:103789394-103793096	NM_024541	C10orf76	unknown	_HEME_METABOLISM	NaN	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:103902801-103904847	NM_015062	PPRC1	hsa_circ_0019682	_MYC_TARGETS_V2	peroxisome_proliferator-activated_receptor_gamma,_coactivator-related_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:104018685-104019873	NM_001199378	GBF1	hsa_circ_0019696	_PROTEIN_SECRETION	golgi_brefeldin_A_resistant_guanine_nucleotide_exchange_factor_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:1041868-1053068	NM_012341	GTPBP4	unknown	_PROTEIN_SECRETION	GTP_binding_protein_4_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:104486368-104488286	NM_178858	SFXN2	unknown	_PROTEIN_SECRETION	sideroflexin_2_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:104569649-104569811	NM_001083913	WBP1L	hsa_circ_0019770	_PROTEIN_SECRETION	WW_domain_binding_protein_1_like_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:104632204-104632990	NR_037644	BORCS7-ASMT	unknown	_PROTEIN_SECRETION	BORCS7-ASMT_readthrough_(NMD_candidate)_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:104899162-104934739	NM_001134373	NT5C2	hsa_circ_0019787	_PROTEIN_SECRETION	5'-nucleotidase,_cytosolic_II_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:105371337-105420872	NM_014631	SH3PXD2A	hsa_circ_0019869	_PROTEIN_SECRETION	SH3_and_PX_domains_2A_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:105382226-105420872	NM_014631	SH3PXD2A	hsa_circ_0005620	_PROTEIN_SECRETION	SH3_and_PX_domains_2A_	0	0	10	10	0	0	0	0	10	0	0	0	0	10	0	0
chr10:105659819-105670380	NM_024928	STN1	unknown	_PROTEIN_SECRETION	STN1,_CST_complex_subunit_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:1102287-1118233	NM_014023	WDR37	unknown	_UV_RESPONSE_DN	WD_repeat_domain_37_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr10:111860382-111872673	NM_019903	ADD3	unknown	_MTORC1_SIGNALING	adducin_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:111883774-111886261	NM_019903	ADD3	unknown	_MTORC1_SIGNALING	adducin_3_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:114338644-114340930	NM_145206	VTI1A	unknown	_MTORC1_SIGNALING	vesicle_transport_through_interaction_with_t-SNAREs_1A_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:114799783-114849299	NM_001146274	TCF7L2	hsa_circ_0020050	_NOTCH_SIGNALING	transcription_factor_7_like_2_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:114845805-114849299	NM_001146274	TCF7L2	unknown	_NOTCH_SIGNALING	transcription_factor_7_like_2_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:114847178-114849299	NM_001146274	TCF7L2	unknown	_NOTCH_SIGNALING	transcription_factor_7_like_2_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:11567384-11639716	NM_001080491	USP6NL	unknown	_NOTCH_SIGNALING	USP6_N-terminal_like_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:116225456-116233715	NM_006720	ABLIM1	unknown	_ESTROGEN_RESPONSE_EARLY	actin_binding_LIM_protein_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:116247716-116251637	NM_006720	ABLIM1	hsa_circ_0020072	_ESTROGEN_RESPONSE_EARLY	actin_binding_LIM_protein_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:116719484-116734144	NM_139169	TRUB1	hsa_circ_0020091	_ESTROGEN_RESPONSE_EARLY	TruB_pseudouridine_synthase_family_member_1_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:116879948-116925405	NM_001276282	ATRNL1	hsa_circ_0020094	_ESTROGEN_RESPONSE_EARLY	attractin_like_1_	5	0	6	6	5	5	5	0	6	0	0	0	0	6	0	0
chr10:116879948-116975638	NM_001276282	ATRNL1	unknown	_ESTROGEN_RESPONSE_EARLY	attractin_like_1_	2	0	4	4	2	2	2	0	4	0	0	0	0	4	0	0
chr10:116975454-117075246	NM_207303	ATRNL1	hsa_circ_0020095	_ESTROGEN_RESPONSE_EARLY	attractin_like_1_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr10:117185759-117228839	NM_207303	ATRNL1	unknown	_ESTROGEN_RESPONSE_EARLY	attractin_like_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:117221450-117228839	NM_207303	ATRNL1	unknown	_ESTROGEN_RESPONSE_EARLY	attractin_like_1_	2	0	11	11	2	2	2	0	11	0	0	0	0	11	0	0
chr10:117221450-117278834	NM_207303	ATRNL1	hsa_circ_0020097	_ESTROGEN_RESPONSE_EARLY	attractin_like_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:117221484-117228839	NM_207303	ATRNL1	unknown	_ESTROGEN_RESPONSE_EARLY	attractin_like_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:120467003-120489922	NM_153810	CACUL1	unknown	_ESTROGEN_RESPONSE_EARLY	CDK2_associated_cullin_domain_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:120907286-120917439	NM_213649	SFXN4	unknown	_ESTROGEN_RESPONSE_EARLY	sideroflexin_4_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:120920426-120921926	NM_213649	SFXN4	hsa_circ_0020165	_ESTROGEN_RESPONSE_EARLY	sideroflexin_4_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:121275020-121286936	NM_002925	RGS10	hsa_circ_0005516	_ESTROGEN_RESPONSE_EARLY	regulator_of_G_protein_signaling_10_	2	0	7	7	2	2	2	0	7	0	0	0	0	7	0	0
chr10:12133511-12133683	NM_018706	DHTKD1	hsa_circ_0017739	_ESTROGEN_RESPONSE_EARLY	dehydrogenase_E1_and_transketolase_domain_containing_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:121668552-121675401	NM_007190	SEC23IP	unknown	_ESTROGEN_RESPONSE_EARLY	SEC23_interacting_protein_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:12277046-12280484	NM_006023	CDC123	unknown	_ESTROGEN_RESPONSE_EARLY	cell_division_cycle_123_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:123629520-123683844	NM_001001976	ATE1	hsa_circ_0020249	_ESTROGEN_RESPONSE_EARLY	arginyltransferase_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:123661905-123683844	NM_001001976	ATE1	hsa_circ_0002850	_ESTROGEN_RESPONSE_EARLY	arginyltransferase_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:123670420-123683844	NM_001001976	ATE1	hsa_circ_0003419	_ESTROGEN_RESPONSE_EARLY	arginyltransferase_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:123718838-123721032	NM_001167865	NSMCE4A	hsa_circ_0020256	_ESTROGEN_RESPONSE_EARLY	NSE4_homolog_A,_SMC5-SMC6_complex_component_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr10:12515579-12518957	NM_020397	CAMK1D	unknown	_KRAS_SIGNALING_DN	calcium/calmodulin_dependent_protein_kinase_ID_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:125780771-125806240	NM_015892	CHST15	hsa_circ_0020304	_KRAS_SIGNALING_DN	carbohydrate_sulfotransferase_15_	5	0	10	10	5	5	5	0	10	0	0	0	0	10	0	0
chr10:125798030-125804435	NM_015892	CHST15	hsa_circ_0020306	_KRAS_SIGNALING_DN	carbohydrate_sulfotransferase_15_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:125798030-125806260	NM_015892	CHST15	unknown	_KRAS_SIGNALING_DN	carbohydrate_sulfotransferase_15_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:126097110-126100769	NM_000274	OAT	hsa_circ_0008898	_OXIDATIVE_PHOSPHORYLATION	ornithine_aminotransferase_	0	0	8	8	0	0	0	0	8	0	0	0	0	8	0	0
chr10:126384726-126395456	NM_014661	FAM53B	hsa_circ_0008456	_OXIDATIVE_PHOSPHORYLATION	family_with_sequence_similarity_53_member_B_	0	0	7	7	0	0	0	0	7	0	0	0	0	7	0	0
chr10:126463243-126478907	NM_212554	EEF1AKMT2	hsa_circ_0008969	_OXIDATIVE_PHOSPHORYLATION	EEF1A_lysine_methyltransferase_2_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:126628942-126631876	NM_017580	ZRANB1	hsa_circ_0006545	_OXIDATIVE_PHOSPHORYLATION	zinc_finger_RANBP2-type_containing_1_	0	0	6	6	0	0	0	0	6	0	0	0	0	6	0	0
chr10:126631025-126650977	NM_017580	ZRANB1	hsa_circ_0004451	_OXIDATIVE_PHOSPHORYLATION	zinc_finger_RANBP2-type_containing_1_	0	0	9	9	0	0	0	0	9	0	0	0	0	9	0	0
chr10:126662213-126662967	NM_017580	ZRANB1	hsa_circ_0020340	_OXIDATIVE_PHOSPHORYLATION	zinc_finger_RANBP2-type_containing_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:126727565-126776888	NM_001329	CTBP2	hsa_circ_0003462	_OXIDATIVE_PHOSPHORYLATION	C-terminal_binding_protein_2_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:126799558-126811437	NM_001329	CTBP2	hsa_circ_0004875	_OXIDATIVE_PHOSPHORYLATION	C-terminal_binding_protein_2_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr10:12704152-12708809	NM_020397	CAMK1D	unknown	_KRAS_SIGNALING_DN	calcium/calmodulin_dependent_protein_kinase_ID_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:127431626-127442414	NM_001202438	EDRF1	hsa_circ_0020358	_KRAS_SIGNALING_DN	erythroid_differentiation_regulatory_factor_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:127437980-127442414	NM_001202438	EDRF1	hsa_circ_0008123	_KRAS_SIGNALING_DN	erythroid_differentiation_regulatory_factor_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:127495981-127505094	NM_000375	UROS	unknown	_FATTY_ACID_METABOLISM	uroporphyrinogen_III_synthase_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:12833156-12858327	NM_020397	CAMK1D	hsa_circ_0017783	_KRAS_SIGNALING_DN	calcium/calmodulin_dependent_protein_kinase_ID_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:129859202-129864458	NM_006504	PTPRE	unknown	_TNFA_SIGNALING_VIA_NFKB	protein_tyrosine_phosphatase,_receptor_type_E_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:13040337-13049105	NM_031455	CCDC3	unknown	_TNFA_SIGNALING_VIA_NFKB	coiled-coil_domain_containing_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:131334504-131336707	NM_002412	MGMT	unknown	_APOPTOSIS	O-6-methylguanine-DNA_methyltransferase_	2	0	6	6	2	2	2	0	6	0	0	0	0	6	0	0
chr10:131383424-131402292	NM_002412	MGMT	unknown	_APOPTOSIS	O-6-methylguanine-DNA_methyltransferase_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:13160887-13178897	NM_001008211	OPTN	unknown	_HEME_METABOLISM	optineurin_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:13169744-13178897	NM_001008211	OPTN	hsa_circ_0007242	_HEME_METABOLISM	optineurin_	2	0	7	7	2	2	2	0	7	0	0	0	0	7	0	0
chr10:131877829-131902494	NR_034125	C10orf143	unknown	_HEME_METABOLISM	chromosome_10_open_reading_frame_143_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:13214375-13225100	NM_018518	MCM10	unknown	_HEME_METABOLISM	minichromosome_maintenance_10_replication_initiation_factor_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:133747961-133761295	NM_018461	PPP2R2D	unknown	_HEME_METABOLISM	protein_phosphatase_2_regulatory_subunit_Bdelta_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:134036144-134041632	NM_173575	STK32C	unknown	_HEME_METABOLISM	serine/threonine_kinase_32C_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:134058382-134059459	NM_173575	STK32C	unknown	_HEME_METABOLISM	serine/threonine_kinase_32C_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:134421418-134464009	NM_005539	INPP5A	hsa_circ_0020535	_HEME_METABOLISM	inositol_polyphosphate-5-phosphatase_A_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr10:134421418-134511423	NM_005539	INPP5A	hsa_circ_0020537	_HEME_METABOLISM	inositol_polyphosphate-5-phosphatase_A_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:134503895-134523960	NM_005539	INPP5A	hsa_circ_0020545	_HEME_METABOLISM	inositol_polyphosphate-5-phosphatase_A_	0	0	6	6	0	0	0	0	6	0	0	0	0	6	0	0
chr10:134503895-134540409	NM_005539	INPP5A	unknown	_HEME_METABOLISM	inositol_polyphosphate-5-phosphatase_A_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:134521816-134523960	NM_005539	INPP5A	hsa_circ_0020547	_HEME_METABOLISM	inositol_polyphosphate-5-phosphatase_A_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:135209216-135216277	NM_138384	MTG1	hsa_circ_0000271	_HEME_METABOLISM	mitochondrial_ribosome_associated_GTPase_1_	5	0	12	12	5	5	5	0	12	0	0	0	0	12	0	0
chr10:14572330-14572514	NM_031453	FAM107B	unknown	_HEME_METABOLISM	family_with_sequence_similarity_107_member_B_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr10:14572330-14595386	NM_031453	FAM107B	unknown	_HEME_METABOLISM	family_with_sequence_similarity_107_member_B_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:14640968-14641848	NM_031453	FAM107B	unknown	_HEME_METABOLISM	family_with_sequence_similarity_107_member_B_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:14896123-14897942	NM_016299	HSPA14	unknown	_HEME_METABOLISM	heat_shock_protein_family_A_(Hsp70)_member_14_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:14909081-14909908	NM_016299	HSPA14	unknown	_HEME_METABOLISM	heat_shock_protein_family_A_(Hsp70)_member_14_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:14974852-14977563	NM_001033855	DCLRE1C	unknown	_HEME_METABOLISM	DNA_cross-link_repair_1C_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:15290637-15296878	NM_001010924	FAM171A1	hsa_circ_0017834	_HEME_METABOLISM	family_with_sequence_similarity_171_member_A1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:15561288-15617593	NM_003638	ITGA8	unknown	_HEME_METABOLISM	integrin_subunit_alpha_8_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:15600072-15614368	NM_003638	ITGA8	unknown	_HEME_METABOLISM	integrin_subunit_alpha_8_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:15606361-15628663	NM_003638	ITGA8	unknown	_HEME_METABOLISM	integrin_subunit_alpha_8_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:15626609-15628663	NM_003638	ITGA8	unknown	_HEME_METABOLISM	integrin_subunit_alpha_8_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr10:15655658-15658558	NM_003638	ITGA8	unknown	_HEME_METABOLISM	integrin_subunit_alpha_8_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:15831245-15863725	NM_024948	MINDY3	unknown	_HEME_METABOLISM	MINDY_lysine_48_deubiquitinase_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:15858833-15885271	NM_024948	MINDY3	hsa_circ_0007671	_HEME_METABOLISM	MINDY_lysine_48_deubiquitinase_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:15875628-15885271	NM_024948	MINDY3	hsa_circ_0005825	_HEME_METABOLISM	MINDY_lysine_48_deubiquitinase_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:17632151-17636382	NM_014241	HACD1	unknown	_HEME_METABOLISM	3-hydroxyacyl-CoA_dehydratase_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr10:21903759-21940697	NM_004641	MLLT10	hsa_circ_0017943	_SPERMATOGENESIS	MLLT10,_histone_lysine_methyltransferase_DOT1L_cofactor_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
